"게시물 ID","계정 ID","계정 사용자 이름","계정 이름",설명,기간(초),"게시 시간","고유 링크","게시물 유형","데이터 댓글",날짜,조회,도달,좋아요,공유,팔로우,댓글,저장
18070550266982022,17841462433048700,craftvolt_official,볼트형,"전기톱 손쉽게 체인 교체하는 방법 알려드립니다

👇 크래프트볼트 전기톱 구매 방법
① 크래프트볼트 프로필 클릭
② 상단 구매 링크 또는 전화 문의
③ 온라인 주문 또는 전화 주문
이제 전기톱 구매 손쉽게 하세요!",107,"09/30/2025 19:38",https://www.instagram.com/reel/DPQAfWvE8Xp/,"Instagram 릴스",,"전체 기간",702,653,3,0,0,0,1
18129470692421274,17841462433048700,craftvolt_official,볼트형,"전원생활 필수템 송풍기 장점 3가지",65,"10/01/2025 15:00",https://www.instagram.com/reel/DPSFjAnE1pg/,"Instagram 릴스",,"전체 기간",313,279,3,0,0,0,0
18072402346921870,17841462433048700,craftvolt_official,볼트형,"크래프트볼트 대포 송풍기가 화재인 3가지 이유",56,"10/02/2025 15:00",https://www.instagram.com/reel/DPUqZHmk1Kd/,"Instagram 릴스",,"전체 기간",382,351,1,0,0,0,0
17878771353406608,17841462433048700,craftvolt_official,볼트형,"크래프트볼트 송풍기 얼마나 사용할 수 있을까?",33,"10/03/2025 15:00",https://www.instagram.com/reel/DPXPIVdE_yp/,"Instagram 릴스",,"전체 기간",357,326,1,0,0,0,0
17966754767961439,17841462433048700,craftvolt_official,볼트형,"크래프트볼트가 다른 전기톱과 다른 점?!

👇 크래프트볼트 전기톱 구매 방법
① 크래프트볼트 프로필 클릭
② 상단 구매 링크 또는 전화 문의
③ 온라인 주문 또는 전화 주문
이제 전기톱 구매 손쉽게 하세요!",35,"10/09/2025 15:00",https://www.instagram.com/reel/DPmr5Ptk2uh/,"Instagram 릴스",,"전체 기간",359,330,2,0,0,0,0
18064602650365357,17841462433048700,craftvolt_official,볼트형,"유선 vs 무선 전기톱 고민이라면 이 영상을 보세요!

👇 크래프트볼트 전기톱 구매 방법
① 크래프트볼트 프로필 클릭
② 상단 구매 링크 또는 전화 문의
③ 온라인 주문 또는 전화 주문
이제 전기톱 구매 손쉽게 하세요!",64,"10/12/2025 15:00",https://www.instagram.com/reel/DPuaUrHk5Rm/,"Instagram 릴스",,"전체 기간",1454,1372,4,0,0,0,0
18098874106563041,17841462433048700,craftvolt_official,볼트형,"전기톱 6인치 말고, 8인치를 사야하는 이유!

👇 크래프트볼트 전기톱 구매 방법
① 크래프트볼트 프로필 클릭
② 상단 구매 링크 또는 전화 문의
③ 온라인 주문 또는 전화 주문
이제 전기톱 구매 손쉽게 하세요!",88,"10/19/2025 15:00",https://www.instagram.com/reel/DQAb1HTE3ei/,"Instagram 릴스",,"전체 기간",2949,2693,22,6,0,0,0
18098472544654604,17841462433048700,craftvolt_official,볼트형,"겨울에도 성능이 떨어지지 않는 크래프트볼트 전기톱을 소개합니다!

👇 크래프트볼트 전기톱 구매 방법
① 크래프트볼트 프로필 클릭
② 상단 구매 링크 또는 전화 문의
③ 온라인 주문 또는 전화 주문
이제 전기톱 구매 손쉽게 하세요!",34,"10/22/2025 15:00",https://www.instagram.com/reel/DQIKTiwk_cg/,"Instagram 릴스",,"전체 기간",645,605,2,0,0,0,0
17928499461139444,17841462433048700,craftvolt_official,볼트형,"올 겨울 눈이 많이 온다고 합니다!
그래서 크래프트볼트에서
무선 제설기를 준비하고 있습니다!

무선 제설기 출시하면 필요하신 분?! 
#눈 #제설기",23,"10/29/2025 08:28",https://www.instagram.com/reel/DQZeviYkwlN/,"Instagram 릴스",,"전체 기간",391,336,0,1,0,0,0
17983217075917182,17841462433048700,craftvolt_official,볼트형,"전기톱, 한 손이면 충분합니다.

보통 전기톱은 양손으로 꽉 잡고 써야 하죠?
근데 이건 달라요. 한 손으로 쓱!

무게 1.4kg, 진짜 가볍습니다.
근데 절삭력은… 엔진톱급이에요.
두꺼운 가지도, 목재도 부드럽게 잘립니다.

여성도, 어르신도 쉽게 써요.
팔 힘은 줄이고, 절삭은 그대로.
한 손이면 충분합니다.

헐, 이게 한 손으로 돼요?
쿠팡에서 ‘크래프트볼트 전기톱’을 지금 검색해보세요!
가볍게 쓱, 강하게 크래프트볼트.

#한손전기톱 #크래프트볼트 #가벼운파워 #절삭력끝판왕",21,"11/11/2025 14:50",https://www.instagram.com/reel/DQ7vyQqE9Ct/,"Instagram 릴스",,"전체 기간",456,391,2,1,0,0,0
18096965527745466,17841462433048700,craftvolt_official,볼트형,"8인치 전기톱이 통나무를 자른다고요?
제가 직접 보여드릴게요.

보세요, 크기만 보면 작아 보이죠?
근데 이 모터 파워… 진짜 장난 아닙니다.

지금 잘리는 거 보세요.
끊기지도 않고 그냥 쓱 들어갑니다.
이게 8인치 맞나 싶은 절삭력이에요.

통나무도 그대로 잘리고,
단단한 목재도 그냥 부드럽게 넘어갑니다.

충전식인데 이렇게 된다고요?
진짜 써보면 놀랍니다.

작아도 강력하고,
가벼운데 손맛은 제대로예요.

이게 바로 크래프트볼트입니다.

쿠팡에서 ‘크래프트볼트 전기톱’
지금 검색해보세요!

가볍게 쓱, 강하게 크래프트볼트.",37,"11/13/2025 14:00",https://www.instagram.com/reel/DRAzsdoE9BF/,"Instagram 릴스",,"전체 기간",1839,1688,2,1,1,0,1
17976704099949892,17841462433048700,craftvolt_official,볼트형,"전기톱 싸다고 샀다가 큰일 납니다

직구로 구매한 저가형 전기톱, 
정말 써도 괜찮을까요?

이번 영상에서는 해외직구 제품과 
국내 전기톱을 직접 비교 실험하며
절단력부터 안전성, 내구성까지
하나씩 검증해봤습니다.

처음 장면부터 경고음이 나올 정도로
저가형 전기톱의 문제점은 예상보다 심각했습니다.

가격은 싸지만, 
그만큼 위험 요소도 함께 따라옵니다.

영상에서는 동일한 조건에서
절단력 테스트를 진행했습니다.

결과는 매우 명확했습니다.
저가형 직구 제품은 작업하는데
더 오랜 시간이 걸리고

문제가 생겨도 A/S가 불가능합니다.
반면 국내 제품은 안정성과 내구성에서 
확실한 차이를 보여줬습니다.

결론은 하나입니다.
전기톱은 ‘싸다고 좋은 게 
절대 아닙니다.’
안전이 진짜 가성비입니다.

👉 공구는 안전이 전부입니다.
쿠팡에서 ‘크래프트볼트 전기톱’을 검색해보세요.",154,"11/26/2025 19:09",https://www.instagram.com/reel/DRi1UV2k5ZL/,"Instagram 릴스",,"전체 기간",39545,37052,77,5,17,22,2
18067816937113177,17841462433048700,craftvolt_official,볼트형,"“8인치로 이걸 자른다고요?”
저도 처음엔 믿기 어려웠습니다.

그래서 직접 실험해봤습니다.
많은 분들이 “가정용 전기톱은 약하다”고 생각하죠.
특히 8인치 소형 전기톱이라면 더더욱 그렇게 느끼실 거예요.

그래서 실제 통나무를 가지고
8인치 전기톱 절단력을 실험했습니다.

결과는 예상보다 훨씬 강력했습니다.
통나무 절단은 물론,
진동과 소음도 안정적인 수준이었고
한 손으로도 충분히 다룰 만큼 편했습니다.

결론은 명확합니다.
작다고 약한 건 아닙니다.
8인치 전기톱도 충분히 강합니다.

👉 궁금하다면 쿠팡에서 ‘크래프트볼트 전기톱’을 검색해보세요.",97,"11/27/2025 02:00",https://www.instagram.com/reel/DRjkb68E7lc/,"Instagram 릴스",,"전체 기간",1706,1564,4,0,0,0,0
18109468198529811,17841462433048700,craftvolt_official,볼트형,"1900RPM의 힘, 무선 제설기 끝판왕을 소개합니다.

집 앞 눈 치우느라 허리 다치지 마세요.
40V의 강력한 힘으로 눈을 밀어내는 무선 제설기입니다.
이 제품은 단순히 바람만 불어내는 것이 아니라,
하단의 스크래퍼가 눈을 물리적으로 긁어모은 뒤
강력한 모터로 날려보내는 방식입니다.

덕분에 쌓인 눈도 큰 힘 들이지 않고
걸어가는 속도에 맞춰 밀어주기만 하면 길이 만들어집니다.
가정용, 상가 앞 제설용으로 최적화된 성능을 
지금 바로 경험해 보세요.

현재 예약 판매 진행 중입니다.
12월 폭설 대비, 지금 준비하지 않으면 늦습니다.

현재 크래프트볼트 40V 무선 제설기 
예약 주문을 받고 있습니다.

이번 입고 물량은 수량이 많지 않은 
소량 입고 예정이라 조기 품절될 수 있습니다.

입고 일정: 12월 중순 ~ 말경 제품 입고 예정
배송 일정: 입고 즉시 순차적으로 배송 시작

눈이 내리기 시작하면 배송이 지연될 수 있습니다.

제품 문의 : 070-8094-0347 (09:00~19:00)
예약 주문 바로가기: https://vo.la/Sfy7jNG
*1년 무상 AS, 배터리 수리 서비스 제공",173,"12/05/2025 20:16",https://www.instagram.com/reel/DR6ILlMk_Fi/,"Instagram 릴스",,"전체 기간",243,204,2,1,0,0,0
18070056893383239,17841462433048700,craftvolt_official,볼트형,"무선 제설기 끝판왕 40V 제설기의 위엄

제설기의 생명은 모터의 힘입니다.
이 제품은 단순한 송풍기가 아닌,
강력한 회전력으로 눈을 날려버리는 전문 장비입니다.

압도적인 1900 RPM:
일반 세탁기 탈수기가 약 1200 RPM,
선풍기 모터가 800~1500 RPM인 것과 비교하면
1900 RPM은 엄청난 속도입니다.
1초에 약 32회를 회전하며 
쌓인 눈을 순식간에 처리합니다.

40V 듀얼 배터리:
배터리 하나가 아닌 두 개를 동시에 장착하는
듀얼 시스템을 채택했습니다.
덕분에 사용 시간은 더 길어지고,
출력은 훨씬 강해져 넓은 주차장이나 
상가 앞도 거뜬합니다.

작업 효율 극대화:
작업 폭 50cm, 처리 깊이 25cm로
한 번 지나갈 때마다 넓은 면적을 시원하게 뚫어줍니다.
좁은 제설기로 여러 번 왔다 갔다 할 필요가 없어 
작업 시간이 단축됩니다.

제품 문의 : 070-8094-0347 (09:00~19:00)
예약 주문 바로가기: https://vo.la/Sfy7jNG
*1년 무상 AS, 배터리 수리 서비스 제공",49,"12/06/2025 14:00",https://www.instagram.com/reel/DR8CETPE4CO/,"Instagram 릴스",,"전체 기간",400,367,2,0,0,0,0
17908586811029804,17841462433048700,craftvolt_official,볼트형,"전동가위 사용법 알기 쉽게 설명해드립니다!",37,"05/07/2025 22:43",https://www.instagram.com/reel/DJYZmvXT4qB/,"Instagram 릴스",,"전체 기간",1479,1343,2,1,0,0,1
